Sample_name,Species,Accession,Sp_ac,Rep ,Fruit_num,Clr_cat,Phylo_pos,Seed_source,Date_started,Date_planted,Date_first_flower,Days_first_flower,Date_first_ripe_fruit,Days_ripe_fruit,Days_flow_to_fruit,Date_collected,Diameter_mm,Length_mm,Diam_lgth_ratio,Fresh_weight_grams,Seed_count,Scanned_date,Pericarp_frozen_date,Frozen_in,Frozen_method,Ripeness,Include_in_analysis,Notes,Scanned_date,Image_scan_file_name,Perimeter_inside,Area_inside,Width Mid-height_inside,Maximum Width_inside,Height Mid-width_inside,Maximum Height_inside,Curved Height_inside,Lobedness Degree_inside,Tomato Pericarp Area_inside,Tomato Pericarp Area Ratio_inside,Tomato Pericarp Thickness_inside,Tomato Pericarp Thickness Ratio_inside,Average Red_inside,Average Green_inside,Average Blue_inside,Average Luminosity_inside,Average L Value_inside,Average a Value_inside,Average b Value_inside,Average Hue_inside,Average Chroma_inside,Perimeter_outside,Area_outside,Width Mid-height_outside,Maximum Width_outside,Height Mid-width_outside,Maximum Height_outside,Curved Height_outside,Lobedness Degree_outside,Tomato Pericarp Area_outside,Tomato Pericarp Area Ratio_outside,Tomato Pericarp Thickness_outside,Tomato Pericarp Thickness Ratio_outside,Average Red_outside,Average Green_outside,Average Blue_outside,Average Luminosity_outside,Average L Value_outside,Average a Value_outside,Average b Value_outside,Average Hue_outside,Average Chroma_outside
SPE-16-A-05,SPE,16,SPE-16,A,05,grn,13,tgrc,2020-03-12,2020-05-24,2020-05-31,80,2020-08-26,167,87,2020-09-15,13.73,10.17,1.35,0.9701,102,2020-09-15,2020-09-15,foil,placed in -20 freezer,ripe,include,,2020-09-15,spe-16-a-05-400dpi.tmt,705.5412,33975,188,193,216,216,230.7696,2.908,13250,0.39,20.6985,0.1968,84.4345,96.0495,64.0023,75.3366,38.04,-8.6809,16.8145,117.3061,18.9232,710.4701,32842,182,191,211,212,223.5182,2.7996,14738,0.4488,23.3304,0.2033,115.6483,114.2915,99.5292,101.5209,46.3707,-0.6303,8.9967,94.0074,9.0187
SPE-16-A-06,SPE,16,SPE-16,A,06,grn,13,tgrc,2020-03-12,2020-05-24,2020-05-31,80,2020-08-26,167,87,2020-09-15,12.29,9.48,1.30,0.7393,74,2020-09-15,2020-09-15,foil,placed in -20 freezer,ripe,include,,2020-09-15,spe-16-a-06-400dpi.tmt,642.4285,28721,175,180,197,197,235.7871,2.3094,12153,0.4231,21.1624,0.2057,89.6919,101.8967,64.3552,78.2506,40.1728,-9.8091,19.6525,116.525,21.9645,646.7716,27886,174,177,194,196,215.8964,2.3093,12542,0.4498,21.7804,0.1965,117.9669,119.3033,92.8408,100.1593,47.7862,-3.7252,14.8978,104.039,15.3564
SPE-16-B-01,SPE,16,SPE-16,B,01,grn,13,tgrc,2020-03-12,2020-05-24,2020-06-08,88,2020-08-20,161,73,2020-08-20,10.36,8.88,1.17,0.4928,75,2020-08-20,2020-08-20,foil,liquid nitrogen,ripe,include,,2020-08-20,spe-16-b-01-400dpi.tmt,547.3574,20154,149,151,167,169,186.6002,2.5953,9103,0.4517,18.6552,0.1959,84.7588,96.3514,54.0912,70.8022,37.9769,-10.087,22.2585,114.3788,24.4374,582.4285,19722,151,155,160,161,194.5151,1.6936,8905,0.4515,17.2062,0.1879,93.5713,98.0337,67.7763,78.2394,39.0827,-5.2878,16.4683,107.8015,17.2964
SPE-16-B-02,SPE,16,SPE-16,B,02,grn,13,tgrc,2020-03-12,2020-05-24,2020-06-08,88,2020-08-20,161,73,2020-08-20,9.77,8.3,1.18,0.4416,92,2020-08-20,2020-08-20,foil,liquid nitrogen,ripe,include,,2020-08-20,spe-16-b-02-400dpi.tmt,531.73,19362,149,151,158,160,189.9139,1.3943,8263,0.4268,17.4056,0.2013,89.1236,99.5991,60.2572,75.3003,39.3596,-9.2235,20.773,113.9419,22.7286,566.6884,18783,144,145,160,170,205.0267,2.7145,8485,0.4517,16.9466,0.2014,108.4818,109.9227,82.0983,90.7894,44.0777,-3.8361,15.546,103.8613,16.0123
SPE-16-B-03,SPE,16,SPE-16,B,03,grn,13,tgrc,2020-03-12,2020-05-24,2020-06-08,88,2020-08-20,161,73,2020-08-30,12.23,9.94,1.23,0.7604,113,2020-08-30,2020-08-30,foil,placed in -20 freezer,ripe,include,,2020-08-30,spe-16-b-03-400dpi.tmt,617.4579,27151,169,170,193,193,231.408,2.6925,11455,0.4219,20.7514,0.2012,91.084,103.2498,58.1668,75.9968,40.5256,-10.7937,23.5477,114.6255,25.9036,640.5879,26366,165,168,185,190,238.9315,2.972,11851,0.4495,20.9732,0.2061,129.0962,129.2183,95.5545,106.7322,51.4677,-4.4751,18.7722,103.4084,19.2982
SPE-16-B-04,SPE,16,SPE-16,B,04,grn,13,tgrc,2020-03-12,2020-05-24,2020-06-08,88,2020-08-20,161,73,2020-09-01,12.61,10.41,1.21,0.8503,28,2020-09-01,2020-09-01,foil,liquid nitrogen,ripe,include,"brown calyx, only slightly soft",2020-09-01,spe-16-b-04-400dpi.tmt,640.529,28893,177,179,197,198,219.845,2.2517,10824,0.3746,18.5771,0.2034,91.018,102.3338,56.8918,74.9671,40.2572,-10.451,23.8388,113.6727,26.0291,667.6417,28051,178,183,191,194,226.4528,1.812,12612,0.4496,21.3387,0.1875,125.968,124.2402,88.8273,101.4116,49.6462,-3.8771,19.8806,101.0353,20.2551
SPE-16-B-05,SPE,16,SPE-16,B,05,grn,13,tgrc,2020-03-12,2020-05-24,2020-06-08,88,2020-08-20,161,73,2020-09-08,11.91,9.31,1.28,0.6472,115,2020-09-08,2020-09-08,foil,placed in -20 freezer,ripe,include,,2020-09-08,spe-16-b-05-400dpi_0001.tmt,582.8721,23598,152,157,187,188,210.1303,3.9724,9288,0.3936,17.5533,0.2039,83.6316,95.5905,59.9912,73.226,37.7837,-9.3687,18.7268,116.5779,20.9396,608.4285,23282,153,155,182,185,223.7468,3.7548,10506,0.4512,19.4154,0.2039,97.2813,100.0862,81.2222,85.5349,40.4095,-2.8103,10.5347,104.9367,10.9031
SPE-16-B-06,SPE,16,SPE-16,B,06,grn,13,tgrc,2020-03-12,2020-05-24,2020-06-08,88,2020-08-20,161,73,2020-09-15,10.84,8.95,1.21,0.5536,,2020-09-15,2020-09-15,foil,placed in -20 freezer,ripe,include,"brown calyx, found on ground",2020-09-15,spe-16-b-06-400dpi.tmt,534.8894,20646,143,144,169,169,181.9499,3.5813,5492,0.266,10.9526,0.2098,84.4668,96.3233,59.2857,73.2263,38.0339,-9.5157,19.4813,116.0333,21.6811,568.9727,21251,161,165,169,169,191.6932,2.3786,9597,0.4516,19.091,0.1988,102.9082,105.0074,83.7971,89.2622,42.2784,-2.9618,11.8809,103.9978,12.2445
SPE-16-C-01,SPE,16,SPE-16,C,01,grn,13,tgrc,2020-03-12,2020-05-24,2020-06-09,89,2020-08-28,169,80,2020-08-28,9.67,7.73,1.25,0.3743,56,2020-08-28,2020-08-28,foil,liquid nitrogen,ripe,include,"brown calyx, firm",2020-08-28,spe-16-c-01-400dpi_0001.tmt,516.1442,17709,139,145,161,161,179.2439,2.3251,7564,0.4271,16.258,0.2014,88.8383,97.5342,67.2106,77.6396,38.8528,-7.1758,16.1867,113.9082,17.706,555.5168,17845,159,159,139,142,189.3861,3.5077,8083,0.453,16.3709,0.1911,121.2651,117.9078,102.5892,105.7407,47.8945,0.0806,9.4886,89.5132,9.4889
SPE-16-C-02,SPE,16,SPE-16,C,02,grn,13,tgrc,2020-03-12,2020-05-24,2020-06-09,89,2020-08-28,169,80,2020-08-28,9.21,7.83,1.18,0.3442,45,2020-08-28,2020-08-28,foil,liquid nitrogen,unripe,include,"green calyx, firm",2020-08-28,spe-16-c-02-400dpi.tmt,493.4163,16772,139,141,149,150,165.7696,1.5331,7610,0.4537,17.4018,0.2014,88.6056,97.6557,65.6782,76.9436,38.8104,-7.5584,16.9953,113.9765,18.6003,556.1026,18143,148,155,149,149,181.8363,1.7324,8210,0.4525,16.6351,0.1959,121.0725,116.6516,97.9613,103.2636,47.3814,-0.041,11.3888,90.2061,11.3889
SPE-16-C-03,SPE,16,SPE-16,C,03,grn,13,tgrc,2020-03-12,2020-05-24,2020-06-09,89,2020-08-28,169,80,2020-09-05,10.87,9.05,1.20,0.5665,62,2020-09-05,2020-09-05,foil,liquid nitrogen,ripe,include,,2020-09-05,spe-16-c-03-400dpi.tmt,564.8721,22520,162,164,172,172,197.2505,1.6095,10158,0.4511,20.1552,0.2037,69.1627,83.4933,49.1736,62.366,32.7432,-10.0387,17.7746,119.4567,20.4135,610.529,21711,157,161,164,169,210.0899,2.3119,9803,0.4515,18.0857,0.2038,86.3904,92.1156,65.9636,74.6224,36.8472,-5.1643,14.1846,110.0055,15.0954
SPE-16-C-04,SPE,16,SPE-16,C,04,grn,13,tgrc,2020-03-12,2020-05-24,2020-06-09,89,2020-08-28,169,80,2020-09-05,10.51,9.07,1.16,0.5533,51,2020-09-05,2020-09-05,foil,liquid nitrogen,ripe,include,,2020-09-05,spe-16-c-04-400dpi.tmt,553.8011,21854,160,162,167,167,176.9947,0.941,9868,0.4515,20.1433,0.1988,66.3411,78.5245,50.6612,60.6292,30.9459,-8.0547,14.4262,119.1762,16.5225,566.9727,21261,165,167,156,159,193.2145,1.5432,9604,0.4517,19.1003,0.2061,85.5475,91.1671,63.8383,73.1984,36.461,-5.3114,14.902,109.6172,15.8203
SPE-16-C-05,SPE,16,SPE-16,C,05,grn,13,tgrc,2020-03-12,2020-05-24,2020-06-09,89,2020-08-28,169,80,2020-09-08,8.99,7.58,1.19,0.3354,44,2020-09-08,2020-09-08,foil,placed in -20 freezer,ripe,include,,2020-09-08,spe-16-c-05-400dpi.tmt,461.1737,15319,142,143,139,139,148.6985,1.3052,6966,0.4547,17.0087,0.2042,70.1684,83.9732,51.6275,63.7001,32.9988,-9.4929,16.7084,119.603,19.2168,491.3747,15785,138,141,143,143,164.5489,1.866,7172,0.4544,16.4418,0.2071,97.3026,99.747,76.5889,83.4228,40.1901,-3.372,12.9273,104.6193,13.3598
SPE-16-C-06,SPE,16,SPE-16,C,06,grn,13,tgrc,2020-03-12,2020-05-24,2020-06-09,89,2020-08-28,169,80,2020-09-15,9.47,8.09,1.17,0.3762,62,2020-09-15,2020-09-15,foil,placed in -20 freezer,ripe,include,"green calyx, fell off plant at touch",2020-09-15,spe-16-c-06-400dpi.tmt,515.3158,17838,145,148,153,153,178.9697,1.5683,8080,0.453,17.6776,0.2069,81.7338,93.273,55.189,69.9121,36.823,-9.4554,20.049,115.2493,22.1668,509.5584,17501,159,160,142,144,177.2834,2.2787,7942,0.4538,17.3993,0.2013,112.776,111.2859,84.5203,93.381,44.8923,-2.4639,15.3709,99.107,15.5671
SPE-20-A-01,SPE,20,SPE-20,A,01,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-17,143,85,2020-07-17,14.28,12.08,1.18,1.2771,51,2020-07-17,2020-07-17,foil,liquid nitrogen,ripe,include,,2020-07-17,spe-20-a-01-400dpi.tmt,737.725,38914,231,231,208,210,233.068,1.7307,17443,0.4482,26.5789,0.1991,110.3906,114.6749,67.4261,86.0132,45.6634,-7.8126,25.5793,106.9841,26.7458,757.3402,37145,227,229,198,205,232.7893,2.1616,16635,0.4478,24.7771,0.2026,112.0088,111.3232,85.0825,93.246,44.8504,-2.7234,15.0956,100.2269,15.3393
SPE-20-A-02,SPE,20,SPE-20,A,02,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-17,143,85,2020-07-30,16.2,12.78,1.27,1.7198,194,2020-07-30,2020-07-30,foil,liquid nitrogen,unripe,include,not fully ripe,2020-07-30,spe-20-a-02-400dpi.tmt,821.7666,47179,256,259,224,227,248.9903,2.3749,14542,0.3082,19.0833,0.1961,110.2447,123.649,65.9918,89.2596,48.1908,-13.1199,29.6479,113.8704,32.4211,720.4113,36319,224,225,199,207,238.3992,2.5897,16273,0.4481,25.3736,0.2009,107.9189,113.7741,81.0768,91.7898,45.2517,-6.535,17.7723,110.1888,18.9358
SPE-20-A-03,SPE,20,SPE-20,A,03,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-17,143,85,2020-07-30,17.3,13.5,1.28,2.0095,170,2020-07-30,2020-07-30,foil,liquid nitrogen,unripe,include,not fully ripe,2020-07-30,spe-20-a-03-400dpi.tmt,876.8793,53525,278,280,236,239,251.8012,2.589,15564,0.2908,18.9869,0.1978,112.7285,125.465,71.0846,92.5108,48.979,-12.4772,28.0521,113.9788,30.7018,849.6245,44953,262,264,210,217,260.831,3.4529,20081,0.4467,26.6054,0.2023,106.6302,111.8299,81.918,91.2315,44.5675,-5.7914,16.3434,109.5122,17.3392
SPE-20-A-04,SPE,20,SPE-20,A,04,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-17,143,85,2020-08-20,14.95,11.51,1.30,1.2785,54,2020-08-20,2020-08-20,foil,liquid nitrogen,ripe,include,,2020-08-20,spe-20-a-04-400dpi.tmt,760.8965,40192,201,206,239,242,272.5914,3.0528,16237,0.404,23.6888,0.199,103.0903,111.1382,63.1498,82.1075,44.0117,-9.4831,25.5493,110.3633,27.2525,785.725,36610,202,208,223,226,256.0429,3.1334,16388,0.4476,23.2912,0.203,111.2173,112.912,85.7649,93.7407,45.3122,-3.9349,15.2944,104.4279,15.7924
SPE-20-A-05,SPE,20,SPE-20,A,05,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-17,143,85,2020-09-01,12.75,10.43,1.22,0.8903,70,2020-09-01,2020-09-01,foil,liquid nitrogen,ripe,include,"brown calyx, attached to plant, still quite firm to touch",2020-09-01,spe-20-a-05-400dpi_0001.tmt,661.725,30948,206,206,196,198,219.7424,1.7488,11188,0.3615,18.4878,0.199,101.1693,114.2042,66.5113,85.0491,44.7239,-11.6235,24.699,115.202,27.2974,685.7838,28761,179,186,191,195,248.419,2.2474,12918,0.4491,21.1339,0.1921,98.1373,101.0019,74.6874,83.2576,40.6345,-4.1204,14.6885,105.6697,15.2555
SPE-20-A-06,SPE,20,SPE-20,A,06,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-17,143,85,2020-09-01,10.98,9.17,1.20,0.6207,60,2020-09-01,2020-09-01,foil,liquid nitrogen,ripe,include,"brown calyx, attached to plant, still quite firm to touch",2020-09-01,spe-20-a-06-400dpi_0001.tmt,558.2864,22208,165,166,168,169,189.9499,1.1029,6277,0.2826,12.017,0.2108,87.5805,98.7636,54.8332,72.3486,38.9923,-10.2035,23.237,113.7065,25.3785,729.3818,24348,172,179,173,179,245.8332,1.6033,10957,0.45,16.8102,0.2216,88.3153,86.848,65.4297,73.3546,35.4294,-1.2061,12.5383,95.4944,12.5962
SPE-20-A-07,SPE,20,SPE-20,A,07,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-17,143,85,2020-09-08,17.59,14.12,1.25,2.3282,198,2020-09-08,2020-09-08,foil,placed in -20 freezer,ripe,include,"yellow-brown calyx, still quite firm, pulled off plant easily at touch",2020-09-08,spe-20-a-07-400dpi.tmt,894.193,57290,257,259,273,276,287.5717,1.1822,19473,0.3399,23.6893,0.2054,95.4031,104.8535,61.2566,78.2196,41.5294,-9.4855,23.1838,112.2515,25.0492,968.4356,51033,238,243,262,267,327.7441,2.1691,22778,0.4463,26.4179,0.1941,105.9009,101.2054,77.9931,86.8305,41.5098,-0.4004,14.0733,91.6296,14.079
SPE-20-A-08,SPE,20,SPE-20,A,08,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-17,143,85,2020-09-15,12.21,9.47,1.29,0.8622,73,2020-09-15,2020-09-15,foil,placed in -20 freezer,ripe,include,"found on ground, brown calyx, darker green, soft to touch",2020-09-15,spe-20-a-08-400dpi.tmt,659.8843,30111,198,199,188,190,221.5445,1.1956,8888,0.2952,14.4482,0.197,83.5728,93.1627,53.4347,69.1026,36.961,-8.8639,21.2463,112.6458,23.0211,683.2986,29954,194,196,193,194,231.29,1.0588,13467,0.4496,22.2397,0.201,90.0971,91.775,68.3941,76.1397,37.1616,-3.0157,13.2726,102.801,13.6109
SPE-20-B-01,SPE,20,SPE-20,B,01,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-08,134,76,2020-07-08,14.72,10.99,1.34,1.2575,214,2020-07-08,2020-07-08,foil,liquid nitrogen,ripe,include,,2020-07-08,spe-20-b-01-400dpi.tmt,741.0559,38783,234,236,199,200,225.1127,3.013,7358,0.1897,10.3735,0.2009,99.674,107.604,62.554,80.3261,42.634,-8.9584,23.9946,110.4731,25.6124,783.3402,35235,232,232,184,185,235.5642,3.8094,15795,0.4483,22.7936,0.2026,103.3465,103.7716,84.5144,89.1961,42.0804,-1.967,11.1351,100.0177,11.3075
SPE-20-B-02,SPE,20,SPE-20,B,02,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-08,134,76,2020-07-08,15.14,11.53,1.31,1.3963,57,2020-07-08,2020-07-08,foil,liquid nitrogen,ripe,include,,2020-07-08,spe-20-b-02-400dpi.tmt,788.4529,44069,250,252,216,218,248.7073,2.4224,19693,0.4469,28.0088,0.196,115.4971,117.0081,69.707,88.4603,46.8006,-6.6533,25.9082,104.4026,26.7488,809.6245,40982,238,243,208,210,241.0724,2.6805,18316,0.4469,25.3551,0.1975,118.7598,116.8485,91.7425,99.4225,47.1843,-2.142,14.6553,98.3155,14.811
SPE-20-B-03,SPE,20,SPE-20,B,03,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-08,134,76,2020-07-17,17.54,13.84,1.27,2.4181,217,2020-07-17,2020-07-17,foil,liquid nitrogen,ripe,include,,2020-07-17,spe-20-b-03-400dpi_0002.tmt,899.1219,56278,286,288,240,242,250.3804,2.9965,15407,0.2738,18.3307,0.1965,94.0913,107.6302,60.9476,79.3419,42.2085,-11.6248,24.218,115.6414,26.8635,911.8082,50656,275,282,221,225,256.4319,3.4943,22626,0.4467,27.9344,0.2094,100.0871,103.6117,81.2164,87.0816,41.6937,-3.793,12.4723,106.9152,13.0363
SPE-20-B-04,SPE,20,SPE-20,B,04,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-08,134,76,2020-07-17,19.93,15.42,1.29,3.0773,248,2020-07-17,2020-07-17,foil,liquid nitrogen,ripe,include,,2020-07-17,spe-20-b-04-400dpi.tmt,1013.4478,73282,322,322,278,280,295.2426,2.379,23636,0.3225,25.1952,0.1994,103.7032,111.879,68.5235,84.9843,44.3706,-8.9313,23.1027,111.136,24.769,1016.8204,64703,306,307,253,265,286.6651,3.4597,28839,0.4457,31.9924,0.1967,119.3229,119.1636,99.7893,103.6917,48.0845,-1.9942,11.3643,99.9528,11.5379
SPE-20-B-05,SPE,20,SPE-20,B,05,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-08,134,76,2020-08-05,21.82,17.34,1.26,4.0885,255,2020-08-05,2020-08-05,foil,liquid nitrogen,ripe,include,,2020-08-05,spe-20-b-05-400dpi.tmt,1107.4895,85864,293,299,347,349,367.4677,3.0597,23309,0.2715,22.4727,0.2048,100.3422,109.8323,63.8796,81.7937,43.414,-9.845,24.3504,112.0138,26.2653,1049.2641,69548,260,266,308,310,337.4142,3.4071,30929,0.4447,33.1281,0.1931,122.8838,125.7658,98.7886,105.8323,50.2344,-4.5729,15.0246,106.9282,15.7051
SPE-20-B-06,SPE,20,SPE-20,B,06,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-08,134,76,2020-08-05,22.01,16.79,1.31,4.3856,242,2020-08-05,2020-08-05,foil,liquid nitrogen,ripe,include,3 locules,2020-08-05,spe-20-b-06-400dpi.tmt,1135.7149,90971,352,354,325,327,346.26,1.9419,24654,0.271,23.0768,0.204,104.0956,108.2868,61.6004,80.2137,43.2225,-7.6162,25.3977,106.6927,26.515,1186.8154,74807,318,329,297,304,371.7653,2.6991,33291,0.445,31.4515,0.1905,122.4905,118.8538,87.4503,99.3638,47.9558,-2.2851,18.3519,97.0976,18.4936
SPE-20-C-01,SPE,20,SPE-20,C,01,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-14,140,82,2020-07-07,12.92,10.68,1.21,0.9355,54,2020-07-07,2020-07-07,foil,liquid nitrogen,ripe,include,,2020-07-07,spe-20-c-01-400dpi.tmt,682.6123,33369,211,211,196,199,231.0113,1.7122,13550,0.4061,22.0335,0.1991,101.2111,109.708,65.1147,82.3202,43.4741,-9.2068,23.7151,111.2175,25.4395,718.2275,33117,214,217,190,193,247.856,2.4393,14865,0.4489,23.3019,0.2009,103.8877,104.0988,80.8024,87.7944,42.0982,-2.5079,13.3651,100.6279,13.5984
SPE-20-C-02,SPE,20,SPE-20,C,02,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-14,140,82,2020-07-07,14.01,11.41,1.23,1.1331,89,2020-07-07,2020-07-07,foil,liquid nitrogen,ripe,include,,2020-07-07,spe-20-c-02-400dpi.tmt,738.0681,38476,212,216,222,224,245.892,1.582,15567,0.4046,23.3643,0.2028,103.9083,111.1655,67.0296,83.9341,44.1415,-8.6193,23.5895,110.0717,25.1149,795.2813,38161,216,220,222,224,270.5436,1.7586,17095,0.448,24.1579,0.1991,109.0992,109.6782,88.1922,93.6044,44.2434,-2.4697,12.3265,101.3297,12.5715
SPE-20-C-03,SPE,20,SPE-20,C,03,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-14,140,82,2020-07-23,16.43,13.19,1.25,1.7798,139,2020-07-23,2020-07-23,foil,liquid nitrogen,ripe,include,,2020-07-23,spe-20-c-03-400dpi.tmt,852.2519,50957,266,267,234,236,246.6854,2.3194,18177,0.3567,23.3454,0.1962,85.9635,95.7163,60.7619,73.6795,37.9815,-8.3054,18.5834,114.0811,20.3549,808.9798,42150,234,243,216,223,268.8955,2.8242,18864,0.4475,26.2211,0.2009,93.2242,96.9064,69.1863,78.3786,38.9825,-4.6183,15.3916,106.7021,16.0695
SPE-20-C-04,SPE,20,SPE-20,C,04,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-14,140,82,2020-07-23,16.86,13.61,1.24,1.8708,221,2020-07-23,2020-07-23,foil,liquid nitrogen,ripe,include,,2020-07-23,spe-20-c-04-400dpi.tmt,851.524,51552,271,272,227,231,249.1487,3.0567,20766,0.4028,27.0147,0.1993,93.9769,102.987,60.4264,77.0379,40.8124,-9.0713,22.6247,111.8481,24.3755,838.3107,45401,260,260,203,211,243.6494,3.8992,20289,0.4469,27.2312,0.1931,108.7089,109.8347,81.7082,90.7315,44.2195,-3.7684,15.8783,103.351,16.3193
SPE-20-C-05,SPE,20,SPE-20,C,05,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-14,140,82,2020-07-27,15.94,12.14,1.31,1.5102,211,2020-07-27,2020-07-27,foil,liquid nitrogen,ripe,include,,2020-07-27,spe-20-c-05-400dpi.tmt,787.725,43281,259,259,202,209,229.3663,4.2167,15497,0.3581,21.5664,0.2008,86.609,96.5658,60.6604,74.0084,38.2912,-8.4907,19.0145,114.0626,20.8241,792.8133,40693,250,255,191,195,222.3554,4.1683,18214,0.4476,25.9593,0.196,111.2305,110.7997,78.9203,90.1481,44.5823,-3.6604,18.0965,101.435,18.4629
SPE-20-C-06,SPE,20,SPE-20,C,06,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-04-23,58,2020-07-14,140,82,2020-07-27,17.75,13.69,1.30,2.2249,230,2020-07-27,2020-07-27,foil,liquid nitrogen,ripe,include,,2020-07-27,spe-20-c-06-400dpi.tmt,914.2935,58709,295,295,239,246,254.8569,3.3952,23629,0.4025,28.6306,0.2034,88.372,98.7308,61.9709,75.6139,39.0931,-8.8203,19.4163,114.431,21.3258,910.1514,49932,267,270,214,223,254.5734,3.6237,22276,0.4461,27.6104,0.2022,101.5834,105.506,78.3169,86.6662,42.3107,-4.7683,15.0286,107.6034,15.7669
SPE-21-A-01,SPE,21,SPE-21,A,01,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-05-05,70,2020-06-30,126,56,2020-07-03,19.21,13.31,1.44,2.4689,150,2020-07-03,2020-07-03,foil,liquid nitrogen,ripe,include,,2020-07-03,spe-21-a-01-400dpi.tmt,943.6661,62419,303,305,244,248,259.5154,3.7135,17067,0.2734,19.3311,0.2046,98.0408,102.767,63.0169,78.3525,41.1154,-6.854,21.7173,107.5157,22.7732,969.4651,56666,294,298,221,231,265.874,4.3601,25242,0.4455,29.239,0.198,101.2378,100.7643,77.6309,84.5698,40.9674,-2.2124,13.4849,99.3172,13.6652
SPE-21-A-02,SPE,21,SPE-21,A,02,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-05-05,70,2020-06-30,126,56,2020-07-03,19.83,14.57,1.36,2.8288,154,2020-07-03,2020-07-03,foil,liquid nitrogen,ripe,include,,2020-07-03,spe-21-a-02-400dpi.tmt,991.2224,68358,319,321,249,257,275.1143,4.1119,17457,0.2554,18.7178,0.2031,97.2621,102.7901,62.0402,77.9404,41.0576,-7.3105,22.1403,108.2727,23.316,1004.9798,60763,305,306,229,232,267.2509,4.7304,27093,0.4459,30.4014,0.2033,101.0734,99.761,78.16,84.7237,40.7048,-1.588,12.7509,97.0993,12.8494
SPE-21-A-03,SPE,21,SPE-21,A,03,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-05-05,70,2020-06-30,126,56,2020-07-03,20.99,14.81,1.42,3.1375,176,2020-07-03,2020-07-03,foil,liquid nitrogen,ripe,include,,2020-07-03,spe-21-a-03-400dpi.tmt,1010.1341,71040,333,336,261,263,282.1481,3.8698,21710,0.3056,23.0782,0.2042,94.9702,100.0772,65.5565,78.2845,40.1131,-6.2712,18.9072,108.3498,19.9201,1039.8499,62821,320,322,228,239,277.4045,4.8488,27970,0.4452,30.2414,0.1918,100.5329,101.2847,78.9472,85.156,41.092,-2.6005,12.847,101.4434,13.1076
SPE-21-A-04,SPE,21,SPE-21,A,04,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-05-05,70,2020-06-30,126,56,2020-07-22,16.77,12.59,1.33,1.7505,112,2020-07-22,2020-07-22,foil,liquid nitrogen,ripe,include,,2020-07-22,spe-21-a-04-400dpi.tmt,830.6367,47335,278,278,216,220,252.867,4.0606,13056,0.2758,16.7863,0.1949,90.5021,93.7448,53.1123,69.7189,37.6507,-6.1437,22.4326,105.3162,23.2587,841.1392,43741,257,267,199,204,277.4066,4.0477,19572,0.4475,26.1828,0.1992,89.5929,88.8959,63.1553,72.3382,36.2053,-2.2738,14.9174,98.6666,15.0897
SPE-21-A-05,SPE,21,SPE-21,A,05,grn,13,cycle_2018,2020-02-25,2020-05-04,2020-05-05,70,2020-06-30,126,56,2020-07-22,16.4,12.39,1.32,1.7253,118,2020-07-22,2020-07-22,foil,liquid nitrogen,ripe,include,,2020-07-22,spe-21-a-05-400dpi.tmt,806.2935,45041,250,253,228,232,261.5883,3.252,10895,0.2419,14.2746,0.196,84.999,87.9488,46.646,63.9989,35.349,-5.9773,22.8551,104.6562,23.6238,858.2519,43651,253,263,211,213,242.7784,3.235,19538,0.4476,25.6886,0.2055,86.2859,84.4729,60.8855,69.59,34.4901,-1.3323,13.8723,95.4857,13.9362
