Sample_name,Species,Accession,Sp_ac,Rep ,Fruit_num,Clr_cat,Phylo_pos,Seed_source,Date_started,Date_planted,Date_first_flower,Days_first_flower,Date_first_ripe_fruit,Days_ripe_fruit,Days_flow_to_fruit,Date_collected,Diameter_mm,Length_mm,Diam_lgth_ratio,Fresh_weight_grams,Seed_count,Scanned_date,Pericarp_frozen_date,Frozen_in,Frozen_method,Ripeness,Include_in_analysis,Notes,Scanned_date,Image_scan_file_name,Perimeter_inside,Area_inside,Width Mid-height_inside,Maximum Width_inside,Height Mid-width_inside,Maximum Height_inside,Curved Height_inside,Lobedness Degree_inside,Tomato Pericarp Area_inside,Tomato Pericarp Area Ratio_inside,Tomato Pericarp Thickness_inside,Tomato Pericarp Thickness Ratio_inside,Average Red_inside,Average Green_inside,Average Blue_inside,Average Luminosity_inside,Average L Value_inside,Average a Value_inside,Average b Value_inside,Average Hue_inside,Average Chroma_inside,Perimeter_outside,Area_outside,Width Mid-height_outside,Maximum Width_outside,Height Mid-width_outside,Maximum Height_outside,Curved Height_outside,Lobedness Degree_outside,Tomato Pericarp Area_outside,Tomato Pericarp Area Ratio_outside,Tomato Pericarp Thickness_outside,Tomato Pericarp Thickness Ratio_outside,Average Red_outside,Average Green_outside,Average Blue_outside,Average Luminosity_outside,Average L Value_outside,Average a Value_outside,Average b Value_outside,Average Hue_outside,Average Chroma_outside
SCR-08-A-03,SCR,08,SCR-08,A,03,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-03,129,75,2020-07-03,18.76,18.2,1.03,3.3008,82,2020-07-03,2020-07-03,foil,liquid nitrogen,ripe,include,,2020-07-03,scr-08-a-03-400dpi.tmt,1010.7443,70781,300,301,305,306,324.9644,0.6914,25123,0.3549,27.0739,0.194,114.0134,112.9743,82.0183,93.0089,45.6644,-3.2015,17.7497,100.2246,18.0361,977.1636,56983,265,273,271,273,299.5586,0.9949,25417,0.446,29.2302,0.2068,126.0507,118.9402,97.6498,105.2935,48.5003,0.5674,13.2969,87.5564,13.309
SCR-08-A-04,SCR,08,SCR-08,A,04,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-03,129,75,2020-07-22,16.48,14.19,1.16,2.0649,52,2020-07-22,2020-07-22,foil,liquid nitrogen,ripe,include,,2020-07-22,scr-08-a-04-400dpi.tmt,860.5361,52668,264,266,247,248,261.1487,1.3244,18756,0.3561,23.8302,0.2008,100.5058,101.6227,67.1654,80.2773,41.019,-4.546,19.3944,103.1918,19.92,883.7788,47799,236,238,251,254,277.4199,1.5445,21352,0.4467,27.2576,0.1992,102.2671,98.5116,76.2567,84.2187,40.2967,-0.5665,13.3375,92.4322,13.3496
SCR-08-A-05,SCR,08,SCR-08,A,05,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-03,129,75,2020-07-22,18.78,16.65,1.13,3.2344,59,2020-07-22,2020-07-22,foil,liquid nitrogen,ripe,include,3 locules,2020-07-22,scr-08-a-05-400dpi.tmt,994.1169,70360,298,300,301,302,319.6312,0.6695,22704,0.3227,24.6245,0.198,101.8522,103.3715,70.9451,83.0022,41.6931,-4.4016,18.2451,103.5634,18.7685,1014.6194,60133,278,283,266,274,317.4773,1.3674,26823,0.4461,29.8118,0.1978,107.63,104.4267,80.5669,88.7522,42.5963,-1.2021,14.1675,94.85,14.2184
SCR-08-A-06,SCR,08,SCR-08,A,06,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-03,129,75,2020-08-13,17.49,15.63,1.12,2.6551,76,2020-08-13,2020-08-13,foil,liquid nitrogen,ripe,include,,2020-08-13,scr-08-a-06-400dpi.tmt,920.9209,60905,270,270,281,281,288.5498,0.7883,22524,0.3698,26.7686,0.1963,101.6475,99.5647,73.3849,83.1358,40.6165,-1.8832,15.4045,96.9698,15.5192,923.1219,50495,245,248,256,258,276.5401,1.3777,22538,0.4463,27.3373,0.2041,112.3156,100.8786,80.6573,90.8273,42.0594,2.9392,13.3999,77.6285,13.7184
SCR-08-A-07,SCR,08,SCR-08,A,07,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-03,129,75,2020-08-13,16.13,15.31,1.05,2.2018,51,2020-08-13,2020-08-13,foil,liquid nitrogen,ripe,include,,2020-08-13,scr-08-a-07-400dpi.tmt,861.9504,52993,256,257,260,261,276.9214,0.6861,19663,0.371,24.9701,0.1992,103.3012,105.4137,71.5058,83.9742,42.4465,-4.9416,18.9565,104.6108,19.5901,856.5534,45923,231,231,243,245,268.4111,1.5945,20535,0.4472,26.9508,0.1991,111.057,106.0255,78.1698,89.1932,43.2879,-1.053,16.5483,93.6411,16.5818
SCR-08-B-01,SCR,08,SCR-08,B,01,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-30,156,102,2020-07-30,13.33,14.61,0.91,1.4054,33,2020-07-30,2020-07-30,foil,liquid nitrogen,ripe,include,,2020-07-30,scr-08-b-01-400dpi.tmt,710.3107,35530,218,220,210,210,236.0232,1.3274,11628,0.3273,17.7023,0.1972,111.173,105.0211,72.8287,86.9749,43.0056,-1.033,19.1895,93.0813,19.2173,685.7666,29331,202,211,194,198,237.3053,2.7166,13194,0.4498,21.8256,0.203,117.289,108.934,93.7267,99.3064,44.9252,2.2945,10.2471,77.3788,10.5009
SCR-08-B-02,SCR,08,SCR-08,B,02,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-30,156,102,2020-07-30,13.21,14.1,0.94,1.2323,39,2020-07-30,2020-07-30,foil,liquid nitrogen,ripe,include,,2020-07-30,scr-08-b-02-400dpi.tmt,684.9554,33688,215,216,192,194,225.716,1.9849,12587,0.3736,20.2198,0.2047,108.6144,105.9483,72.5998,86.238,43.0649,-2.7072,19.3037,97.9832,19.4926,734.3696,32293,212,217,187,190,217.8112,2.2246,14501,0.449,22.2325,0.2103,112.7874,106.1448,89.7031,95.3899,43.6121,1.4735,10.5653,82.0602,10.6676
SCR-08-B-03,SCR,08,SCR-08,B,03,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-30,156,102,2020-07-30,13.84,14.75,0.94,1.4449,28,2020-07-30,2020-07-30,foil,liquid nitrogen,ripe,include,,2020-07-30,scr-08-b-03-400dpi.tmt,743.4113,37579,226,228,209,209,233.0833,1.814,16841,0.4481,25.4618,0.1991,117.6037,114.7535,84.308,95.8384,46.526,-2.4112,17.7447,97.7381,17.9078,802.0681,35959,222,232,201,204,246.9631,1.9593,16114,0.4481,22.5242,0.2027,112.6354,99.0917,84.5522,92.7563,41.5958,4.8464,10.5336,65.2932,11.595
SCR-08-B-04,SCR,08,SCR-08,B,04,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-30,156,102,2020-08-06,13.96,15.35,0.91,1.4836,31,2020-08-06,2020-08-06,foil,placed in -20 freezer,ripe,include,,2020-08-06,scr-08-b-04-400dpi.tmt,719.725,37230,210,211,224,224,244.197,1.5873,16684,0.4481,26.0816,0.1952,114.7857,115.5707,85.8563,95.8739,46.5621,-3.8823,16.8365,102.9849,17.2783,804.5534,34379,187,192,228,235,284.1741,4.0393,15411,0.4483,21.4444,0.2032,119.5956,110.2162,97.4105,102.0746,45.4911,3.0589,8.9853,71.1998,9.4918
SCR-08-B-05,SCR,08,SCR-08,B,05,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-30,156,102,2020-08-06,14.01,14.88,0.94,1.5061,42,2020-08-06,2020-08-06,foil,placed in -20 freezer,ripe,remove,"has brown lesion, should not be included in color analysis",2020-08-06,scr-08-b-05-400dpi.tmt,729.926,38177,209,210,225,226,244.0548,1.7135,16027,0.4198,24.4003,0.201,115.6375,113.8692,82.9976,94.285,46.0768,-2.9069,17.8201,99.2646,18.0556,797.4823,35417,204,209,214,219,254.4572,1.4102,15868,0.448,22.5322,0.201,91.8927,77.3422,67.1182,74.8077,33.1917,6.567,8.2972,51.6392,10.5816
SCR-08-B-06,SCR,08,SCR-08,B,06,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-30,156,102,2020-09-01,14.45,15.64,0.92,1.7963,62,2020-09-01,2020-09-01,foil,liquid nitrogen,ripe,include,,2020-09-01,scr-08-b-06-400dpi_0001.tmt,747.8671,40054,222,222,229,230,251.4177,1.1844,16834,0.4203,25.0474,0.2027,102.968,100.8381,71.4256,82.754,41.1516,-2.2714,17.1304,97.553,17.2803,867.5067,34265,207,213,212,214,261.8683,2.8709,15351,0.448,19.8202,0.2029,94.9775,89.4521,79.5218,82.1171,37.1978,2.3682,6.7642,70.7046,7.1668
SCR-08-B-07,SCR,08,SCR-08,B,07,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-30,156,102,2020-09-01,12.46,12.47,1.00,1.0232,33,2020-09-01,2020-09-01,foil,liquid nitrogen,ripe,include,,2020-09-01,scr-08-b-07-400dpi.tmt,628.0854,28231,179,181,195,195,203.222,1.3782,12691,0.4495,22.7544,0.2011,111.1877,112.3674,77.9286,90.3834,45.304,-4.6798,19.2546,103.6607,19.8152,727.8255,30251,195,200,194,199,236.6779,1.169,13588,0.4492,20.9504,0.2051,99.5892,93.5814,79.5161,84.2956,38.7444,1.7676,9.1241,79.0362,9.2938
SCR-08-C-01,SCR,08,SCR-08,C,01,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-07,133,79,2020-07-07,16.05,16.26,0.99,2.2063,57,2020-07-07,2020-07-07,foil,liquid nitrogen,ripe,include,,2020-07-07,scr-08-c-01-400dpi.tmt,879.1219,53296,259,260,255,258,277.9236,0.7606,23787,0.4463,30.4252,0.2008,120.0382,116.1603,81.736,95.3427,47.0571,-2.5613,19.9726,97.3076,20.1361,860.3107,46719,249,250,232,235,257.8429,1.1481,20884,0.447,27.2879,0.2008,112.7705,109.9842,87.9454,94.6982,44.6561,-1.1045,13.029,94.8456,13.0757
SCR-08-C-02,SCR,08,SCR-08,C,02,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-07,133,79,2020-07-07,15.76,16.12,0.98,2.1229,58,2020-07-07,2020-07-07,foil,liquid nitrogen,ripe,include,,2020-07-07,scr-08-c-02-400dpi.tmt,844.7372,51249,261,262,244,244,252.6854,1.1529,22919,0.4472,30.5514,0.1992,124.1143,120.1791,86.1473,99.322,48.6063,-2.5101,19.7637,97.238,19.9224,904.2102,47156,245,250,229,235,277.9292,1.7831,21070,0.4468,26.2606,0.2073,115.0724,108.2715,84.8759,94.1864,44.2754,0.4385,14.3724,88.2523,14.3791
SCR-08-C-03,SCR,08,SCR-08,C,03,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-07,133,79,2020-07-27,14.8,15.23,0.97,1.8214,44,2020-07-27,2020-07-27,foil,liquid nitrogen,ripe,include,,2020-07-27,scr-08-c-03-400dpi.tmt,860.5778,46643,243,247,243,246,277.738,0.6852,18098,0.388,23.0335,0.2058,115.6449,113.293,78.7814,92.0529,45.8599,-3.1215,19.7882,98.9644,20.0329,838.5534,42270,232,236,231,231,269.9987,0.8985,18918,0.4476,25.4577,0.2026,110.7938,107.2754,86.4158,93.0042,43.6621,-0.5653,12.499,92.5895,12.5118
SCR-08-C-04,SCR,08,SCR-08,C,04,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-07,133,79,2020-07-27,15.03,14.93,1.01,1.8376,50,2020-07-27,2020-07-27,foil,liquid nitrogen,ripe,include,,2020-07-27,scr-08-c-04-400dpi.tmt,827.2813,45958,248,249,229,230,255.5576,1.5266,18555,0.4037,24.813,0.2008,119.5553,115.5733,82.19,95.2718,46.889,-2.37,19.4642,96.9422,19.6079,822.1097,42272,232,237,222,225,267.2724,1.3717,18911,0.4474,25.886,0.2026,111.2587,109.5789,85.7899,93.282,44.3161,-1.8338,13.8557,97.5391,13.9765
SCR-08-C-05,SCR,08,SCR-08,C,05,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-07,133,79,2020-07-27,13.98,13.37,1.05,1.3249,36,2020-07-27,2020-07-27,foil,liquid nitrogen,ripe,include,,2020-07-27,scr-08-c-05-400dpi.tmt,802.3524,38446,224,226,214,218,245.4844,1.2476,16149,0.42,22.3584,0.2009,120.1945,114.4569,77.5573,93.2582,46.5606,-1.9565,21.5191,95.195,21.6079,790.595,36779,218,225,211,215,253.5414,1.4957,16482,0.4481,23.4971,0.1972,115.7524,108.3432,86.9238,95.4557,44.385,0.9682,13.3526,85.8529,13.3876
SCR-08-C-06,SCR,08,SCR-08,C,06,grn,10,tgrc,2020-02-25,2020-05-04,2020-04-19,54,2020-07-07,133,79,2020-09-06,15.23,14.51,1.05,1.7917,42,2020-09-06,2020-09-06,foil,placed in -20 freezer,ripe,include,,2020-09-06,scr-08-c-06-400dpi.tmt,821.1808,47069,240,240,245,246,269.7784,0.639,21046,0.4471,28.8471,0.1958,126.2437,123.2172,90.0776,102.1205,49.7649,-2.8034,19.1244,98.3395,19.3288,829.0387,41892,232,232,229,233,266.6134,1.0152,18752,0.4476,25.4467,0.2026,128.496,121.9453,101.9404,108.4748,49.6165,0.502,12.4192,87.6854,12.4293
SCR-09-B-01,SCR,09,SCR-09,B,01,grn,10,tgrc,2020-02-25,2020-05-04,2020-07-03,129,2020-09-12,200,71,2020-09-12,10.48,9.19,1.14,0.5383,16,2020-09-12,2020-09-12,foil,placed in -20 freezer,ripe,include,"brown calyx, still quite firm, cluster stem seemed brown and dead, need a bit of force to pull fruit off plant",2020-09-12,scr-09-b-01-400dpi.tmt,537.5168,20732,152,152,167,167,197.7718,1.9476,8821,0.4255,18.3605,0.2039,106.8554,110.393,72.9958,86.7007,44.2635,-6.1196,20.5212,106.6051,21.4142,570.3452,21776,167,167,167,167,181.5936,0.9457,9830,0.4514,19.4374,0.2036,110.0146,101.0473,87.6512,93.0199,41.9537,2.9995,9.2293,71.9961,9.7045
SCR-09-B-02,SCR,09,SCR-09,B,02,grn,10,tgrc,2020-02-25,2020-05-04,2020-07-03,129,2020-09-12,200,71,2020-09-12,10.16,9.58,1.06,0.5368,20,2020-09-12,2020-09-12,foil,placed in -20 freezer,ripe,include,"brown calyx, still quite firm, cluster stem seemed brown and dead, need a bit of force to pull fruit off plant",2020-09-12,scr-09-b-02-400dpi.tmt,547.5584,20439,157,158,163,164,193.4352,1.0156,8700,0.4257,17.6777,0.2038,103.5882,108.6336,71.8121,85.1043,43.4303,-6.6838,20.0495,108.4364,21.1343,634.9432,22243,167,171,164,185,219.3588,2.1898,10029,0.4509,17.7805,0.2222,106.9758,100.1056,86.4554,91.0076,41.3577,2.104,9.0141,76.8614,9.2564
SCR-09-B-03,SCR,09,SCR-09,B,03,grn,10,tgrc,2020-02-25,2020-05-04,2020-07-03,129,2020-09-12,200,71,2020-09-13,10.07,8.61,1.17,0.4643,10,2020-09-13,2020-09-13,foil,placed in -20 freezer,ripe,include,,2020-09-13,scr-09-b-03-400dpi.tmt,515.5584,18753,151,152,157,159,180.5708,1.7226,7701,0.4107,16.5279,0.2039,99.2925,104.4819,65.8254,80.387,41.7923,-6.8732,21.0088,108.1159,22.1045,534.4457,18683,147,148,152,155,177.9008,1.7719,8453,0.4524,17.8711,0.2041,106.2284,102.8426,80.7034,88.0825,41.9572,-0.761,13.1656,93.3083,13.1876
SCR-09-B-04,SCR,09,SCR-09,B,04,grn,10,tgrc,2020-02-25,2020-05-04,2020-07-03,129,2020-09-12,200,71,2020-09-15,9.08,8.23,1.10,0.3421,10,2020-09-15,2020-09-15,foil,placed in -20 freezer,unripe,include,"not fully ripe, yellow tips on calyx",2020-09-15,scr-09-b-04-400dpi_0001.tmt,474.0021,15672,140,140,143,146,155.1061,1.6959,7116,0.4541,16.9392,0.1871,92.0006,100.3273,62.1382,76.5535,39.8837,-8.1453,20.4077,111.7585,21.9732,493.3747,15593,133,135,146,147,158.763,2.2615,7068,0.4533,16.0877,0.2105,90.5939,85.5832,68.2209,74.976,35.3639,1.0061,10.7926,84.6742,10.8394
SCR-09-B-05,SCR,09,SCR-09,B,05,grn,10,tgrc,2020-02-25,2020-05-04,2020-07-03,129,2020-09-12,200,71,2020-09-15,9.93,8.81,1.13,0.4331,18,2020-09-15,2020-09-15,foil,placed in -20 freezer,unripe,include,"not fully ripe, all green calyx",2020-09-15,scr-09-b-05-400dpi.tmt,511.7595,18161,140,141,160,160,172.0636,2.4277,6636,0.3654,14.2518,0.1929,93.5219,106.1936,63.1582,79.7289,41.7823,-10.6842,22.3486,115.5511,24.7712,540.8305,17902,144,148,154,155,180.3347,1.6619,8108,0.4529,16.9195,0.2014,101.1381,98.3208,80.4195,85.7534,40.2627,-0.282,10.8081,91.4947,10.8118
SG-15-A-01,SG,15,SG-15,A,01,roy,4,cycle_2018,2020-03-03,2020-05-04,2020-06-15,104,2020-07-30,149,45,2020-07-30,8.15,7.68,1.06,0.2689,2,2020-07-30,2020-07-30,foil,liquid nitrogen,ripe,include,,2020-07-30,sg-15-a-01-400dpi.tmt,422.6468,12876,132,132,124,124,140.6274,1.3874,5862,0.4553,15.5465,0.2045,150.1585,104.2097,45.097,91.8753,46.5651,14.2247,38.8102,69.8711,41.3349,422.6051,12548,122,122,128,128,138.0417,1.5599,5723,0.4561,15.3308,0.2049,136.9737,83.5414,36.205,81.4931,39.6995,20.0741,34.4746,59.7883,39.8932
SG-15-A-02,SG,15,SG-15,A,02,roy,4,cycle_2018,2020-03-03,2020-05-04,2020-06-15,104,2020-07-30,149,45,2020-08-05,8.75,8.64,1.01,0.3502,34,2020-08-05,2020-08-05,foil,liquid nitrogen,ripe,include,,2020-08-05,sg-15-a-02-400dpi.tmt,452.1026,14671,135,138,137,137,146.1127,1.3278,5182,0.3532,12.5043,0.2132,150.4777,100.88,43.3794,91.2218,45.7829,16.1777,38.8317,67.3828,42.0668,434.7889,12786,125,126,131,138,162.562,4.2845,5829,0.4559,15.0521,0.208,134.6047,81.0845,36.0095,80.2855,38.8078,20.4759,33.6505,58.68,39.3906
SG-15-A-03,SG,15,SG-15,A,03,roy,4,cycle_2018,2020-03-03,2020-05-04,2020-06-15,104,2020-07-30,149,45,2020-08-05,8.86,8.65,1.02,0.3778,34,2020-08-05,2020-08-05,foil,liquid nitrogen,ripe,include,,2020-08-05,sg-15-a-03-400dpi_0001.tmt,459.86,15347,139,139,140,140,152.1127,0.952,6558,0.4273,15.8412,0.2014,150.0223,98.3988,42.6541,90.6656,45.1045,17.3522,38.3968,65.6809,42.1357,454.7889,14238,121,123,148,150,166.763,4.3954,6483,0.4553,16.1643,0.1983,136.5523,82.3228,36.6544,81.5066,39.3605,20.6528,34.0701,58.7763,39.841
SG-15-A-04,SG,15,SG-15,A,04,roy,4,cycle_2018,2020-03-03,2020-05-04,2020-06-15,104,2020-07-30,149,45,2020-08-05,8.37,7.85,1.07,0.2928,12,2020-08-05,2020-08-05,foil,liquid nitrogen,ripe,include,,2020-08-05,sg-15-a-04-400dpi.tmt,429.3747,13274,130,130,131,132,144.8701,0.8688,5513,0.4153,14.2335,0.1923,151.9499,101.4381,43.3874,91.9142,46.0942,16.5469,39.1278,67.0768,42.4827,411.0732,11970,126,128,128,130,153.5269,2.0189,5469,0.4569,14.8884,0.1984,136.4509,83.1165,38.3474,82.2522,39.5439,20.2275,33.4739,58.8564,39.1108
SG-15-A-05,SG,15,SG-15,A,05,roy,4,cycle_2018,2020-03-03,2020-05-04,2020-06-15,104,2020-07-30,149,45,2020-09-01,7.64,7.95,0.96,0.2553,33,2020-09-01,2020-09-01,foil,liquid nitrogen,ripe,include,brown calyx,2020-09-01,sg-15-a-05-400dpi_0001.tmt,410.8894,11987,121,122,125,125,136.6985,0.5917,5472,0.4565,14.9863,0.1983,144.6429,95.4381,49.9906,91.5833,43.7851,17.155,33.0801,62.5891,37.2637,452.6468,12604,131,136,120,121,148.8341,1.7465,5749,0.4561,14.3602,0.1985,129.1776,72.1891,41.4649,80.2863,35.9876,23.5153,27.5617,49.5295,36.23
SG-15-B-01,SG,15,SG-15,B,01,roy,4,cycle_2018,2020-03-03,2020-05-04,2020-06-12,101,2020-07-30,149,48,2020-08-06,7.72,7.43,1.04,0.2439,1,2020-08-06,2020-08-06,foil,placed in -20 freezer,ripe,include,,2020-08-06,sg-15-b-01-400dpi.tmt,406.6468,11836,123,125,122,122,140.6985,0.8278,5399,0.4562,14.988,0.2114,140.45,93.3556,48.2592,88.793,42.747,16.4145,32.6745,63.3267,36.5658,396.3036,10846,119,121,118,123,144.2132,1.6074,4964,0.4577,14.1003,0.2017,131.0933,79.169,42.7242,81.7801,37.9113,20.4122,29.2344,55.0763,35.6554
SG-15-B-02,SG,15,SG-15,B,02,roy,4,cycle_2018,2020-03-03,2020-05-04,2020-06-12,101,2020-07-30,149,48,2020-08-13,9.35,9.18,1.02,0.4362,47,2020-08-13,2020-08-13,foil,liquid nitrogen,ripe,include,,2020-08-13,sg-15-b-02-400dpi.tmt,489.2153,16920,153,153,146,146,163.6559,1.0528,5112,0.3021,11.2089,0.2092,140.5859,102.8673,56.483,92.7347,45.2326,11.5125,31.4271,69.881,33.4694,503.4163,16716,149,153,141,141,161.1346,1.2892,7590,0.4541,17.0461,0.2013,127.0483,82.1922,37.7012,77.5283,38.0129,16.6231,31.3531,62.0679,35.4872
SG-15-B-03,SG,15,SG-15,B,03,roy,4,cycle_2018,2020-03-03,2020-05-04,2020-06-12,101,2020-07-30,149,48,2020-08-20,9.27,8.94,1.04,0.4089,47,2020-08-20,2020-08-20,foil,liquid nitrogen,ripe,include,,2020-08-20,sg-15-b-03-400dpi.tmt,488.1026,16584,136,137,150,153,171.5849,2.3915,5813,0.3505,12.9281,0.1985,135.9724,94.0536,46.9245,86.0633,42.3513,13.9269,32.6912,66.9253,35.5341,531.8305,16738,134,139,156,158,190.2145,2.8509,7588,0.4533,16.1102,0.219,122.0572,73.0752,36.7249,74.7153,35.1457,19.663,28.5058,55.4025,34.6296
SG-15-B-04,SG,15,SG-15,B,04,roy,4,cycle_2018,2020-03-03,2020-05-04,2020-06-12,101,2020-07-30,149,48,2020-08-20,9.08,9.01,1.01,0.4133,50,2020-08-20,2020-08-20,foil,liquid nitrogen,ripe,include,,2020-08-20,sg-15-b-04-400dpi.tmt,494.73,17021,145,146,151,151,168.8275,1.03,6762,0.3973,15.0761,0.2069,142.0686,95.8857,51.9404,91.2888,43.6317,15.9864,31.882,63.3697,35.6654,509.5168,17041,137,139,155,157,178.3062,2.3475,7735,0.4539,17.1723,0.2044,125.8534,73.4469,37.8221,77.0197,35.777,21.1903,28.8993,53.7494,35.8357
SG-15-B-05,SG,15,SG-15,B,05,roy,4,cycle_2018,2020-03-03,2020-05-04,2020-06-12,101,2020-07-30,149,48,2020-09-05,8.89,8.74,1.02,0.3979,21,2020-09-05,2020-09-05,foil,liquid nitrogen,ripe,include,,2020-09-05,sg-15-b-05-400dpi.tmt,483.5168,16644,145,146,145,146,157.3062,0.6327,7550,0.4536,17.53,0.2069,143.7023,93.0532,45.3752,88.9693,43.0489,17.8541,34.5581,62.6774,38.8977,514.8305,16494,143,148,140,140,158.1346,1.3425,7483,0.4537,16.4086,0.2098,126.5532,75.9445,41.6174,79.1336,36.496,20.3996,27.7333,53.6632,34.4279
SG-15-C-01,SG,15,SG-15,C,01,roy,4,cycle_2018,2020-03-03,2020-05-04,2020-06-12,101,2020-07-27,146,45,2020-07-27,8.48,8.88,0.95,0.3538,3,2020-07-27,2020-07-27,foil,liquid nitrogen,ripe,include,,2020-07-27,sg-15-c-01-400dpi.tmt,464.6884,14759,137,138,138,139,164.9052,0.8355,6715,0.455,16.3587,0.2044,143.3507,101.6809,44.5992,88.4342,45.1323,12.6122,37.1959,71.2695,39.2759,493.9605,15668,149,152,132,132,149.3488,2.2251,7113,0.454,16.2801,0.2013,122.2194,75.2871,35.8541,74.3802,35.6668,18.3699,29.5027,58.0915,34.7544
SG-15-C-02,SG,15,SG-15,C,02,roy,4,cycle_2018,2020-03-03,2020-05-04,2020-06-12,101,2020-07-27,146,45,2020-08-07,8.07,8.25,0.98,0.2828,11,2020-08-07,2020-08-07,foil,placed in -20 freezer,ripe,include,,2020-08-07,sg-15-c-02-400dpi.tmt,425.132,12857,128,129,128,129,143.4559,0.6687,5865,0.4562,15.5899,0.2016,145.6375,98.4698,48.8077,91.4919,44.6426,15.8054,34.6188,65.4607,38.0561,456.4041,13581,140,141,122,124,144.5269,1.9627,6178,0.4549,15.3178,0.1929,127.1644,73.7909,35.9991,76.7717,36.0095,21.4428,29.9356,54.3861,36.823
SG-15-C-03,SG,15,SG-15,C,03,roy,4,cycle_2018,2020-03-03,2020-05-04,2020-06-12,101,2020-07-27,146,45,2020-08-07,8.02,7.91,1.01,0.2814,23,2020-08-07,2020-08-07,foil,placed in -20 freezer,ripe,include,,2020-08-07,sg-15-c-03-400dpi.tmt,424.8894,12952,129,130,127,128,136.0417,0.9928,5908,0.4561,15.6985,0.2016,145.4009,96.5169,49.7627,91.8366,44.1419,16.9106,33.7012,63.3534,37.706,451.9188,13649,136,136,126,127,145.1838,1.8452,6212,0.4551,15.4949,0.1985,130.2786,77.1739,43.95,81.971,37.3166,21.3221,27.7989,52.5114,35.0344
SG-15-C-04,SG,15,SG-15,C,04,roy,4,cycle_2018,2020-03-03,2020-05-04,2020-06-12,101,2020-07-27,146,45,2020-08-28,9.29,8.99,1.03,0.4096,50,2020-08-28,2020-08-28,foil,liquid nitrogen,ripe,include,,2020-08-28,sg-15-c-04-400dpi_0001.tmt,486.7889,16896,143,144,146,147,161.2417,0.8502,7657,0.4532,17.7849,0.2098,143.6039,98.814,61.7342,96.6254,44.6288,15.6484,28.0217,60.8194,32.095,507.5168,17308,155,155,141,141,151.3488,1.7433,7842,0.4531,17.5037,0.2065,136.9249,85.7732,56.297,90.9082,40.4005,20.0805,25.2007,51.4513,32.2227
SG-15-C-05,SG,15,SG-15,C,05,roy,4,cycle_2018,2020-03-03,2020-05-04,2020-06-12,101,2020-07-27,146,45,2020-08-28,9.01,8.79,1.03,0.3867,42,2020-08-28,2020-08-28,foil,liquid nitrogen,ripe,include,,2020-08-28,sg-15-c-05-400dpi.tmt,480.2447,15918,140,141,144,145,158.8275,0.7147,6559,0.412,15.1536,0.1871,145.7271,100.7211,63.0878,98.2578,45.3651,15.5715,28.3013,61.1802,32.3023,516.6884,16782,149,152,142,143,160.2417,1.0502,7614,0.4537,16.6144,0.2013,135.6192,84.901,56.3584,90.3263,40.0333,20.0439,24.6704,50.9072,31.7866
SG-23-A-01,SG,23,SG-23,A,01,roy,4,cycle_2011,2020-03-03,2020-05-04,2020-05-01,59,2020-08-02,152,93,2020-08-05,10.42,9.48,1.10,0.5631,22,2020-08-05,2020-08-05,foil,liquid nitrogen,ripe,include,,2020-08-05,sg-23-a-01-400dpi.tmt,547.2153,21322,158,158,167,169,185.7073,1.4191,9071,0.4254,18.5654,0.1962,145.9108,101.6278,46.2135,90.4072,45.4327,13.859,36.9977,69.4645,39.5083,577.5584,21657,163,164,167,167,198.0298,1.154,9767,0.451,18.9852,0.2037,126.7824,82.841,38.428,77.7444,38.1906,16.1184,31.4422,62.8587,35.3329
